









Frequency of observations in the selected location(s).:
Number of taxa: 	873

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
メグロ (<em class="sci">Apalopteron familiare</em>)	2.508E-4	2.686E-4	0.0	9.59E-5	0.0	0.0	0.0	0.0	3.273E-4	0.0	5.2E-4	0.0015	6.505E-4	1.536E-4	5.609E-4	3.588E-4	8.412E-4	2.754E-4	1.458E-4	3.378E-4	6.955E-4	3.782E-4	0.0012346	0.0	9.664E-4	0.0029554	2.766E-4	4.054E-4	0.0017462	2.802E-4	0.0	0.0015206	7.136E-4	0.0010015	0.0	6.536E-4	4.106E-4	0.0	0.0022593	1.178E-4	0.0	0.0015	3.3E-4	0.0	1.782E-4	0.0	0.0	0.0015	
チョウセンメジロ (<em class="sci">Zosterops erythropleurus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.402E-4	5.508E-4	0.0	2.252E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.504E-4	2.373E-4	9.804E-4	8.212E-4	6.454E-4	1.738E-4	3.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
メジロ (<em class="sci">Zosterops japonicus</em>)	0.3382242	0.3361536	0.3003362	0.3180161	0.3062317	0.3018102	0.2856725	0.2849011	0.2635025	0.2995279	0.2768244	0.245754	0.2362986	0.2460452	0.2489132	0.2467408	0.2489836	0.2438722	0.2301298	0.2095485	0.2050078	0.1978064	0.2059671	0.2100532	0.1804784	0.2015046	0.1798064	0.1552493	0.1347497	0.1414962	0.1583472	0.1589052	0.1748335	0.1937907	0.195776	0.2235294	0.2169986	0.2312036	0.240007	0.2344763	0.2344712	0.2415024	0.250165	0.272001	0.2853324	0.2990512	0.2977213	0.3162034	
ミナミメジロ／メジロ (<em class="sci">Zosterops simplex/japonicus</em>)	0.0	1.343E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.077E-4	
メジロ科 (<em class="sci">Zosteropidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.613E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ソウシチョウ (<em class="sci">Leiothrix lutea</em>)	0.0121645	0.0131614	0.0119704	0.009881	0.0091755	0.0088188	0.0103908	0.0099616	0.0090016	0.0094422	0.0078003	0.0083634	0.0149618	0.0170481	0.0208947	0.0181796	0.0157017	0.0177637	0.0224588	0.020268	0.0206921	0.0170197	0.0193416	0.0176114	0.0142547	0.0188071	0.0149378	0.015606	0.0130966	0.0134491	0.0061009	0.009694	0.0097526	0.010015	0.0080683	0.0063725	0.0080066	0.0090352	0.0088634	0.0090727	0.0095132	0.0120666	0.0117162	0.0081175	0.0081982	0.0098672	0.0076578	0.008942	
ガビチョウ (<em class="sci">Garrulax canorus</em>)	0.040005	0.0333065	0.0287828	0.0352072	0.0308398	0.0310977	0.0351237	0.0334424	0.0284779	0.0368946	0.0339747	0.0402728	0.034965	0.0483797	0.0563736	0.0736754	0.0619655	0.0669237	0.0586262	0.0563	0.0707703	0.0586233	0.0502058	0.0554027	0.0517033	0.045943	0.0437068	0.0453993	0.0357974	0.0431493	0.036883	0.0323132	0.0283064	0.0327992	0.0320361	0.0351307	0.0309998	0.0308164	0.0330205	0.0336986	0.0400112	0.0363698	0.0336634	0.0309239	0.0288719	0.029222	0.0310049	0.0319974	
ガビチョウ／タイワンガビチョウ (<em class="sci">Garrulax canorus/taewanus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.058E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ヒゲガビチョウ (<em class="sci">Ianthocincla cineracea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.626E-4	0.0	1.402E-4	1.196E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.868E-4	0.0	
カオジロガビチョウ (<em class="sci">Pterorhinus sannio</em>)	7.524E-4	0.0016116	8.07E-4	5.756E-4	0.0010195	0.0010443	7.317E-4	9.962E-4	0.001473	0.0015737	5.2E-4	0.0010293	6.505E-4	0.0013823	0.0012621	0.0013156	8.412E-4	0.0011016	5.833E-4	5.63E-4	6.955E-4	3.782E-4	4.115E-4	5.504E-4	2.416E-4	0.0010747	5.533E-4	2.027E-4	5.821E-4	5.604E-4	2.773E-4	1.901E-4	4.757E-4	5.008E-4	7.119E-4	0.0011438	6.159E-4	0.0012907	5.214E-4	4.713E-4	6.995E-4	0.0022094	6.601E-4	0.0010308	0.0012475	0.002277	9.339E-4	0.0010774	
カオグロガビチョウ (<em class="sci">Pterorhinus perspicillatus</em>)	0.0018811	0.001343	8.07E-4	0.0012471	8.921E-4	3.481E-4	4.39E-4	4.269E-4	4.91E-4	6.994E-4	0.00104	5.147E-4	6.505E-4	4.608E-4	0.0015	3.588E-4	8.412E-4	8.262E-4	7.292E-4	5.63E-4	6.955E-4	0.0011346	6.173E-4	0.0014676	0.0016912	5.373E-4	0.0011065	4.054E-4	5.821E-4	2.802E-4	0.0011093	9.504E-4	9.515E-4	2.504E-4	0.0011865	1.634E-4	4.106E-4	3.227E-4	6.952E-4	7.07E-4	6.995E-4	8.498E-4	0.0013201	7.731E-4	0.0014258	7.59E-4	0.0011207	0.0017238	
キクイタダキ (<em class="sci">Regulus regulus</em>)	0.0185603	0.0141015	0.0129119	0.0149655	0.0109596	0.0167092	0.0153666	0.0146577	0.0081833	0.0118902	0.0107471	0.007334	0.008294	0.0086008	0.0089749	0.0078938	0.0092528	0.0063343	0.0084585	0.0119356	0.0097374	0.0081316	0.0076132	0.0111906	0.0077313	0.0053735	0.0033195	0.0077017	0.0055297	0.0067246	0.0030505	0.0039916	0.0028544	0.0027541	0.0037969	0.003268	0.0090331	0.017425	0.0154675	0.0172028	0.0127308	0.0132563	0.0160066	0.0150754	0.0122973	0.014611	0.0153157	0.0159448	
ゴジュウカラ (<em class="sci">Sitta europaea</em>)	0.0313519	0.0311577	0.0411567	0.0437452	0.0433287	0.0487352	0.0525391	0.0518002	0.0394435	0.0236055	0.0277344	0.0226454	0.0213043	0.0234987	0.0276259	0.0379141	0.0416375	0.0319471	0.0322298	0.0356942	0.0379065	0.0289334	0.0316872	0.0262337	0.0306837	0.0217625	0.0254495	0.0251317	0.032596	0.0355842	0.0285635	0.0313629	0.02902	0.0280421	0.0410536	0.0348039	0.0344898	0.0404969	0.039277	0.0433604	0.0356743	0.03569	0.0389439	0.0337585	0.031367	0.0309298	0.0338065	0.033398	
キバシリ (<em class="sci">Certhia familiaris</em>)	0.0072736	0.0069836	0.0092804	0.0081543	0.0076462	0.0066141	0.0112688	0.0111	0.0090016	0.0062948	0.0053735	0.005018	0.0047162	0.007065	0.0075726	0.009927	0.0135988	0.0096392	0.0115211	0.014075	0.013389	0.01059	0.0117284	0.0091726	0.0077313	0.0077915	0.0052559	0.0044589	0.0087311	0.0092463	0.0047144	0.0051321	0.0042816	0.0030045	0.0066445	0.0058824	0.0063642	0.0077444	0.0114703	0.0124897	0.0088137	0.0093474	0.0092409	0.0083752	0.0062377	0.0043643	0.007471	0.0060332	
キバシリ／タンシキバシリ (<em class="sci">Certhia familiaris/brachydactyla</em>)	0.0	0.0	0.0	0.0	1.274E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ミソサザイ (<em class="sci">Troglodytes troglodytes</em>)	0.0211939	0.0177276	0.0223268	0.0188028	0.0189881	0.0236714	0.0232694	0.0268963	0.0191489	0.0251792	0.0223609	0.0203294	0.0242316	0.0215021	0.026504	0.0291831	0.0396748	0.0261636	0.0414175	0.0423376	0.0431229	0.0366868	0.032716	0.0310035	0.0314086	0.0214938	0.0218534	0.016214	0.0104773	0.0081255	0.005269	0.0098841	0.003568	0.0027541	0.0040342	0.0034314	0.0039006	0.0082285	0.0102537	0.013668	0.0149692	0.0168253	0.0193069	0.0229352	0.0228123	0.0248577	0.0224131	0.0209007	
カワガラス (<em class="sci">Cinclus pallasii</em>)	0.0175571	0.0139672	0.0149294	0.0193784	0.0184784	0.0216988	0.022245	0.0210616	0.0119476	0.0117153	0.0098804	0.0091354	0.0084567	0.010751	0.0106577	0.0106447	0.0148605	0.0110162	0.0134169	0.0143002	0.0146062	0.0117247	0.0090535	0.0110072	0.0086978	0.0077915	0.0077455	0.0101338	0.0107683	0.0089661	0.0036051	0.0077932	0.005471	0.0070105	0.007831	0.0076797	0.0102648	0.0080671	0.0107751	0.0167315	0.0135702	0.0147859	0.0141914	0.0135292	0.0108715	0.0132827	0.015876	0.012605	
ミドリカラスモドキ (<em class="sci">Aplonis panayensis</em>)	3.762E-4	2.686E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.749E-4	0.0	1.287E-4	0.0	4.608E-4	0.0	0.0	0.0	0.0	7.292E-4	1.126E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7E-4	0.0	0.0	0.0	0.0	0.0	0.0015	
ホシムクドリ (<em class="sci">Sturnus vulgaris</em>)	0.003386	0.0055063	0.004304	0.0019186	0.0038231	0.0056858	0.0054149	0.0046962	0.002946	0.0043714	0.0031201	0.002316	0.0021142	0.0015359	5.609E-4	0.0013156	7.01E-4	0.0012393	1.458E-4	1.126E-4	1.739E-4	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0015	0.0	0.0	0.0	0.0	4.757E-4	0.0015	4.746E-4	0.0027778	6.159E-4	0.0012907	0.0015641	0.004124	0.0040571	0.0023793	0.0028053	0.004252	0.0037426	0.0020873	0.0037355	0.003663	
ホシムクドリ／ムジホシムクドリ (<em class="sci">Sturnus vulgaris/unicolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.749E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
バライロムクドリ (<em class="sci">Pastor roseus</em>)	1.254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.749E-4	0.0	2.573E-4	0.0	1.536E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
シベリアムクドリ (<em class="sci">Agropsar sturninus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.588E-4	2.804E-4	0.0012393	1.458E-4	4.504E-4	0.0	1.891E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.268E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
コムクドリ (<em class="sci">Agropsar philippensis</em>)	0.0	0.0	0.0	9.59E-5	0.0	1.16E-4	0.0	0.0	0.0	0.0	0.0	9.007E-4	0.0052041	0.0144371	0.020474	0.0387513	0.0570587	0.0404847	0.0345632	0.03378	0.0358199	0.0470877	0.0450617	0.0339387	0.0304421	0.0222998	0.0218534	0.0184435	0.0130966	0.0148501	0.0171936	0.0159665	0.0154615	0.022033	0.0158994	0.0147059	0.0080066	0.0046789	0.0022593	7.07E-4	1.399E-4	0.0	0.0	1.288E-4	0.0	0.0015	1.868E-4	0.0	
シベリアムクドリ／コムクドリ (<em class="sci">Agropsar sturninus/philippensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
pied starling sp. (<em class="sci">Gracupica contra/floweri/jalla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
カラムクドリ (<em class="sci">Sturnia sinensis</em>)	0.0017557	0.0010744	9.415E-4	6.715E-4	0.0010195	0.0010443	2.927E-4	0.0015	9.82E-4	6.994E-4	0.00104	0.0014153	1.626E-4	0.0013823	1.402E-4	9.568E-4	8.412E-4	5.508E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.136E-4	0.0012519	9.492E-4	8.17E-4	0.0015	3.227E-4	5.214E-4	3.535E-4	0.0	1.7E-4	6.601E-4	2.577E-4	0.0	1.898E-4	9.339E-4	7.541E-4	
ギンムクドリ (<em class="sci">Spodiopsar sericeus</em>)	3.762E-4	4.029E-4	5.38E-4	5.756E-4	7.646E-4	4.641E-4	2.927E-4	5.692E-4	0.0013093	8.743E-4	0.0015601	0.0021873	0.0011384	9.215E-4	7.012E-4	8.372E-4	0.0014019	6.885E-4	0.0	2.252E-4	1.739E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.373E-4	1.634E-4	0.0015	1.613E-4	0.0	1.178E-4	1.399E-4	1.7E-4	4.95E-4	3.865E-4	0.0015	5.693E-4	0.0011207	9.696E-4	
ムクドリ (<em class="sci">Spodiopsar cineraceus</em>)	0.2503135	0.2452323	0.2373907	0.2578665	0.26902	0.2577164	0.2684033	0.2759357	0.2988543	0.32121	0.3265731	0.3233402	0.3150106	0.3110121	0.318048	0.3400311	0.321043	0.364087	0.3542365	0.3376872	0.3343766	0.3265885	0.3006173	0.2916896	0.274704	0.2455669	0.2461964	0.2261857	0.209546	0.1846456	0.2151969	0.2104163	0.2045671	0.227341	0.2318462	0.2264706	0.2321905	0.2092611	0.1918665	0.1786261	0.1695579	0.1730116	0.1645215	0.1687927	0.1919444	0.1950664	0.2273067	0.2249515	
インドハッカ (<em class="sci">Acridotheres tristis</em>)	6.27E-4	5.372E-4	0.0	2.878E-4	2.549E-4	0.0015	1.463E-4	0.0	1.637E-4	1.749E-4	0.0032935	0.002316	0.0014637	0.0023038	1.402E-4	0.0016744	2.804E-4	2.754E-4	1.458E-4	6.756E-4	5.216E-4	0.0	2.058E-4	0.0015	2.416E-4	0.0010747	0.0	0.0015	2.91E-4	5.604E-4	2.773E-4	0.0015	0.0015	5.008E-4	9.492E-4	0.0011438	4.106E-4	1.613E-4	1.738E-4	0.0017674	2.798E-4	0.0	0.0015	1.288E-4	3.564E-4	0.0015	3.736E-4	1.077E-4	
ジャワハッカ (<em class="sci">Acridotheres javanicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.497E-4	0.0	1.287E-4	3.253E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ハッカチョウ (<em class="sci">Acridotheres cristatellus</em>)	0.002759	0.0029546	0.0017485	0.0032617	0.002039	0.0011604	0.0027806	0.0025615	0.0032733	8.743E-4	0.0029468	0.004246	0.0027647	0.0024574	0.0035058	0.0031097	0.0042058	0.0031672	0.0032084	0.0038284	0.004521	0.0024584	0.0047325	0.0049532	0.0048321	0.0048361	0.0038728	0.0038508	0.0020373	0.0022415	0.0024958	0.0020909	0.0021408	0.0027541	0.0045088	0.0019608	0.0028742	0.0012907	0.0052138	0.0014139	0.001399	0.0023793	0.0023102	0.0015462	0.0012475	0.002277	0.0018678	0.0018315	
ハッカチョウ属 (<em class="sci">Acridotheres sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
キンムネオナガテリムク (<em class="sci">Lamprotornis regius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.766E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ムクドリ科 (<em class="sci">Sturnidae sp.</em>)	1.254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	1.7E-4	0.0	0.0	0.0	0.0	0.0	0.0	
トラツグミ (<em class="sci">Zoothera aurea</em>)	0.0070228	0.0087295	0.0108944	0.0141021	0.017204	0.0154328	0.0168301	0.0212039	0.0139116	0.0118902	0.0072803	0.008106	0.0040657	0.0039932	0.0053288	0.0096878	0.0100939	0.0059212	0.006271	0.003941	0.0079986	0.0054841	0.0055556	0.0044029	0.0062817	0.0067168	0.0030429	0.0042562	0.0029104	0.001401	5.546E-4	0.0011405	2.379E-4	7.511E-4	0.0014238	0.004085	0.0051324	0.0043562	0.0039972	0.0025922	0.0011192	0.0016995	0.0018152	2.577E-4	0.0012475	0.0020873	0.003362	0.0054945	
トラツグミ／ミナミトラツグミ (<em class="sci">Zoothera aurea/dauma</em>)	0.0015	0.0015	0.0	9.59E-5	2.549E-4	1.16E-4	2.927E-4	0.0	0.0	0.0	0.0	1.287E-4	0.0	1.536E-4	1.402E-4	1.196E-4	0.0	0.0	0.0	0.0015	1.739E-4	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	2.053E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.898E-4	0.0	1.077E-4	
オオトラツグミ (<em class="sci">Zoothera major</em>)	3.762E-4	0.0012087	0.0014795	8.634E-4	3.823E-4	0.0016245	2.927E-4	8.538E-4	9.82E-4	0.0015737	0.0024268	6.433E-4	1.626E-4	0.0013823	0.0014023	0.0020332	1.402E-4	0.0020655	0.0023334	0.0057426	0.0020866	9.455E-4	0.0012346	0.0014676	7.248E-4	5.373E-4	0.0027663	8.107E-4	2.91E-4	0.0	0.0016639	0.0019008	4.757E-4	0.0015023	7.119E-4	3.268E-4	4.106E-4	6.454E-4	0.0	7.07E-4	4.197E-4	0.0018695	1.65E-4	0.0010308	1.782E-4	9.488E-4	3.736E-4	7.541E-4	
マミジロ (<em class="sci">Geokichla sibirica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.207E-4	0.001794	0.0057479	0.0056458	0.0074377	0.0030402	0.0027821	0.0015129	0.0020576	0.0033021	0.001208	8.06E-4	0.0011065	8.107E-4	0.0017462	0.0015	2.773E-4	0.0015	4.757E-4	5.008E-4	9.492E-4	0.0011438	0.0022583	6.454E-4	1.738E-4	2.357E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
ヤドリギツグミ (<em class="sci">Turdus viscivorus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	5.246E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ウタツグミ (<em class="sci">Turdus philomelos</em>)	1.254E-4	9.401E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.637E-4	5.246E-4	1.733E-4	1.287E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
クロウタドリ (<em class="sci">Turdus mandarinus</em>)	0.0	0.0	0.0	9.59E-5	2.549E-4	0.0	1.463E-4	0.0	3.273E-4	1.749E-4	0.0019067	0.0010293	4.879E-4	3.072E-4	1.402E-4	8.372E-4	4.206E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.835E-4	0.0	0.0	0.0	2.027E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.613E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.782E-4	0.0	0.0	0.0	
ワキアカツグミ (<em class="sci">Turdus iliacus</em>)	0.0	0.0	2.69E-4	0.0015	8.921E-4	9.283E-4	0.0	4.269E-4	1.637E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.288E-4	0.0	1.898E-4	0.0	0.0	
カラアカハラ (<em class="sci">Turdus hortulorum</em>)	0.0	0.0	0.0015	0.0015	1.274E-4	2.321E-4	4.39E-4	1.423E-4	0.0	0.0	0.0	0.0	0.0	4.608E-4	9.816E-4	0.0053821	0.0064489	0.0011016	8.75E-4	2.252E-4	0.0	1.891E-4	0.0	0.0	2.416E-4	0.0	2.766E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634E-4	2.053E-4	1.613E-4	1.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
クロツグミ (<em class="sci">Turdus cardis</em>)	1.254E-4	1.343E-4	1.345E-4	9.59E-5	1.274E-4	2.321E-4	2.927E-4	1.423E-4	3.273E-4	0.0	6.934E-4	2.573E-4	0.0019515	0.0170481	0.0284673	0.041263	0.0549558	0.0341504	0.0293131	0.0299516	0.0335594	0.0312027	0.0300412	0.0315538	0.021986	0.0228372	0.0190871	0.0164167	0.0139697	0.0123284	0.0055463	0.0062726	0.0068982	0.006009	0.0059326	0.0075163	0.0114966	0.0153275	0.0102537	0.0080123	0.0025182	0.0010197	1.65E-4	0.0	0.0	1.898E-4	0.0	0.0	
シロハラ (<em class="sci">Turdus pallidus</em>)	0.145849	0.1561912	0.1511769	0.164812	0.1743341	0.1771873	0.1728377	0.1736161	0.1599018	0.1759049	0.1580863	0.1284097	0.1218084	0.1244049	0.1026504	0.050592	0.0269171	0.0099146	0.0021875	0.0013512	0.0	1.891E-4	2.058E-4	0.0	0.0	0.0	0.0	0.0	2.91E-4	0.0	0.0	0.0	0.0	0.0	9.492E-4	0.002451	0.0078013	0.0201678	0.0165103	0.0228585	0.0321768	0.0424881	0.0490099	0.0613323	0.0848334	0.0916509	0.1036608	0.1258349	
マミチャジナイ (<em class="sci">Turdus obscurus</em>)	5.016E-4	6.715E-4	0.001076	9.593E-4	0.0012744	0.0013924	7.317E-4	9.962E-4	3.273E-4	5.246E-4	8.667E-4	6.433E-4	0.002602	0.0021502	0.0071519	0.0071762	0.0196271	0.0181768	0.0090419	0.0015764	1.739E-4	0.0	0.0	1.835E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.379E-4	0.0015023	0.0021357	0.0145425	0.0119072	0.0156502	0.0151199	0.0209733	0.0106323	0.0052685	0.0034653	0.0019327	0.0012475	5.693E-4	7.471E-4	2.155E-4	
アカコッコ (<em class="sci">Turdus celaenops</em>)	5.016E-4	8.058E-4	0.001345	8.634E-4	0.0026762	8.123E-4	8.781E-4	0.0024192	0.0027823	0.0033223	0.0015601	0.0032167	0.0050415	0.0033789	0.0051886	0.0045449	0.0063087	0.0083999	0.0102085	0.0092332	0.0043471	0.0073752	0.0039095	0.0036691	0.0014496	0.0018807	0.0024896	0.0018241	0.0034924	0.001401	0.0019412	0.0020909	0.0016651	5.008E-4	7.119E-4	9.804E-4	0.0012318	9.681E-4	3.476E-4	4.713E-4	1.399E-4	3.399E-4	0.0	5.154E-4	1.782E-4	0.0	1.868E-4	8.619E-4	
アカハラ (<em class="sci">Turdus chrysolaus</em>)	0.0287183	0.0276659	0.0281103	0.032713	0.0333886	0.0315618	0.0286843	0.0293155	0.0242226	0.0283266	0.0180274	0.0144107	0.013986	0.0199662	0.0382836	0.0478412	0.0614047	0.0386946	0.0256672	0.0257854	0.0272996	0.0202345	0.0187243	0.0203632	0.0195699	0.0115529	0.0171508	0.0121605	0.0110594	0.0095265	0.0066556	0.0038016	0.0026166	0.0025038	0.0014238	0.0029412	0.0053377	0.0075831	0.0078206	0.0121362	0.012451	0.0100272	0.009901	0.0092772	0.0112279	0.0142315	0.0224131	0.0205775	
ノハラツグミ (<em class="sci">Turdus pilaris</em>)	0.0	0.0	2.69E-4	0.0	2.549E-4	2.321E-4	2.927E-4	0.0015654	6.547E-4	1.749E-4	3.467E-4	0.0015	0.0	1.536E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399E-4	0.0	0.0	0.0	1.782E-4	1.898E-4	0.0	0.0	
