









Frequency of observations in the selected location(s).:
Number of taxa: 	873

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
アメリカヒドリ (<em class="sci">Mareca americana</em>)	0.0047655	0.0049691	0.0060525	0.0059478	0.0035682	0.0054537	0.0048295	0.0045539	0.002946	0.0041965	0.0031201	0.0043747	0.0029273	0.001843	9.816E-4	3.588E-4	5.608E-4	2.754E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.053E-4	0.0011294	0.0020855	0.0024744	0.0023783	0.0044188	0.0046205	0.0064425	0.003208	0.0036053	0.0046694	0.0072183	
雑種 ヒドリガモ ｘ アメリカヒドリ (<em class="sci">Mareca penelope x americana</em>)	0.0050163	0.0044319	0.002959	0.0025902	0.0031859	0.0029009	0.0040978	0.0025615	0.0045827	0.0026228	0.0039868	0.002316	0.0019515	0.0010751	4.207E-4	3.588E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.067E-4	0.0019117	0.0035348	0.0040571	0.003569	0.0057756	0.0050251	0.0030298	0.0034156	0.0044826	0.0048481	
ヒドリガモ／アメリカヒドリ (<em class="sci">Mareca penelope/americana</em>)	1.254E-4	1.343E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.178E-4	1.399E-4	0.0	1.65E-4	0.0	0.0	0.0	0.0	0.0	
カルガモ (<em class="sci">Anas zonorhyncha</em>)	0.386757	0.3663712	0.3456624	0.3389294	0.3368166	0.3387097	0.3298697	0.3246051	0.3518822	0.3719182	0.3692148	0.3641276	0.3646121	0.3391184	0.3142617	0.3425428	0.3204823	0.301019	0.2843809	0.253575	0.2674318	0.2685325	0.2530864	0.2423409	0.2464363	0.2418055	0.2605809	0.2557762	0.2849243	0.2807509	0.2778702	0.2632579	0.2652236	0.2976965	0.3234457	0.3284314	0.3416136	0.3468861	0.3534932	0.3510074	0.3742306	0.3813732	0.3648515	0.3784306	0.3954732	0.3973435	0.3922301	0.3801982	
マガモ (<em class="sci">Anas platyrhynchos</em>)	0.2923251	0.2934461	0.2585071	0.2677475	0.2603543	0.2671153	0.2536221	0.2604241	0.2450082	0.231509	0.2102617	0.1886258	0.1501057	0.1124251	0.0914318	0.0895826	0.0699565	0.070504	0.065918	0.0682356	0.059294	0.0733737	0.0652263	0.0598055	0.0488041	0.0397636	0.0406639	0.0383056	0.0355064	0.0481928	0.0463117	0.0547424	0.0535205	0.05333	0.0633602	0.0789216	0.0975159	0.1352049	0.1744873	0.2156239	0.2519586	0.2817811	0.2846535	0.2841129	0.2831937	0.2948767	0.28969	0.3006895	
雑種 オカヨシガモ ｘ マガモ (<em class="sci">Mareca strepera x Anas platyrhynchos</em>)	2.508E-4	1.343E-4	2.69E-4	1.919E-4	1.274E-4	1.16E-4	2.927E-4	1.423E-4	4.91E-4	1.749E-4	1.733E-4	1.287E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.155E-4	
雑種 マガモ ｘ カルガモ (<em class="sci">Anas zonorhyncha x platyrhynchos</em>)	0.0090293	0.0087295	0.0087424	0.0091136	0.0087932	0.0092829	0.0100981	0.0102462	0.0086743	0.0087428	0.0069336	0.0068194	0.0074809	0.0047612	0.0035058	0.0047841	0.0046264	0.0038557	0.0033542	0.0043914	0.0022605	0.0064297	0.0063786	0.007705	0.0057985	0.0040301	0.0058091	0.0052696	0.0061118	0.0053236	0.005269	0.0064626	0.0042816	0.0045068	0.0064072	0.005719	0.0073907	0.0041949	0.0066041	0.0077766	0.0086738	0.0090075	0.0080858	0.0095349	0.0081982	0.0127135	0.0112066	0.0098039	
オナガガモ (<em class="sci">Anas acuta</em>)	0.1399549	0.1343003	0.1233356	0.1140637	0.1229769	0.1216059	0.1122494	0.105735	0.0967267	0.0869033	0.065696	0.0456768	0.0331761	0.026724	0.024681	0.0247578	0.0207486	0.0150096	0.0128336	0.011823	0.0119979	0.0111573	0.0080247	0.0067877	0.0041073	0.0037614	0.0052559	0.008107	0.0066938	0.0064444	0.0085968	0.0089337	0.009039	0.0125188	0.0215947	0.0375817	0.0443441	0.0667957	0.0749044	0.0765877	0.1019866	0.1085996	0.1178218	0.1224069	0.1331313	0.128463	0.1320508	0.1358543	
雑種 トモエガモ ｘ オナガガモ (<em class="sci">Sibirionetta formosa x Anas acuta</em>)	8.779E-4	5.372E-4	4.035E-4	6.715E-4	2.549E-4	8.123E-4	2.927E-4	2.846E-4	1.637E-4	1.749E-4	0.0	0.0	1.626E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399E-4	6.798E-4	4.95E-4	6.442E-4	3.564E-4	0.0013283	0.0011207	4.309E-4	
雑種 ヒドリガモ ｘ オナガガモ (<em class="sci">Mareca penelope x Anas acuta</em>)	6.27E-4	4.029E-4	4.035E-4	3.837E-4	1.274E-4	1.16E-4	4.39E-4	0.0	1.637E-4	1.749E-4	1.733E-4	2.573E-4	3.253E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84E-4	5.214E-4	1.178E-4	0.0	0.0010197	4.95E-4	0.0	5.347E-4	3.795E-4	9.339E-4	5.387E-4	
雑種 マガモ ｘ オナガガモ (<em class="sci">Anas platyrhynchos x acuta</em>)	0.0	4.029E-4	0.0	0.0015	0.0	2.321E-4	2.927E-4	1.423E-4	0.0	0.0	0.0	0.0015	1.626E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	1.288E-4	0.0015	0.0	0.0015	0.0	
コガモ (<em class="sci">Anas crecca</em>)	0.2832957	0.2671233	0.2415602	0.2404068	0.2431502	0.2360176	0.2328406	0.2252739	0.2417349	0.252142	0.2452765	0.2416366	0.2335339	0.2044233	0.1792175	0.1862217	0.1104725	0.0615533	0.0204171	0.0099088	0.004521	0.003593	0.0024691	0.0023849	0.0016912	0.0024181	0.0019364	6.08E-4	0.0017462	0.0011208	0.0013866	0.0060825	0.0171265	0.0360541	0.0735643	0.1189542	0.1500719	0.1773153	0.189781	0.1874632	0.2059317	0.2224677	0.2338284	0.2476485	0.2669756	0.2654649	0.2775495	0.273217	
雑種 アメリカヒドリ ｘ コガモ (<em class="sci">Mareca americana x Anas crecca</em>)	1.254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
シマアジ／コガモ (<em class="sci">Spatula querquedula/Anas crecca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
マガモ属 (<em class="sci">Anas sp.</em>)	0.0	1.343E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.749E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.252E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634E-4	0.0	0.0	0.0	2.357E-4	2.798E-4	1.7E-4	1.65E-4	0.0	0.0015	0.0	0.0	0.0	
マガモ亜属 (<em class="sci">Anatidae sp. (dabbling duck sp.)</em>)	2.508E-4	9.401E-4	5.38E-4	5.756E-4	3.823E-4	0.0010443	0.0011708	4.269E-4	6.547E-4	8.743E-4	0.0015601	0.0010293	0.0019515	9.215E-4	9.816E-4	3.588E-4	2.804E-4	9.639E-4	5.833E-4	1.126E-4	0.0015	1.891E-4	0.0015	3.669E-4	0.0	2.687E-4	0.0015	4.054E-4	5.821E-4	2.802E-4	0.0016639	3.802E-4	7.136E-4	2.504E-4	2.373E-4	6.536E-4	0.0022583	0.0016134	0.0017379	0.0015318	5.596E-4	0.0011897	0.0011551	0.0019327	0.0012475	0.0013283	9.339E-4	0.0010774	
アカハシハジロ (<em class="sci">Netta rufina</em>)	0.0015049	0.0016116	0.001076	5.756E-4	8.921E-4	9.283E-4	8.781E-4	4.269E-4	3.273E-4	0.0	0.0	0.0	0.0	0.0	2.805E-4	1.196E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.596E-4	5.099E-4	0.0013201	0.0011596	8.911E-4	0.001518	0.0020545	0.001616	
オオホシハジロ (<em class="sci">Aythya valisineria</em>)	2.508E-4	2.686E-4	5.38E-4	0.001439	0.0015292	6.962E-4	0.0013171	0.0012808	8.183E-4	0.0015737	3.467E-4	3.86E-4	3.253E-4	1.536E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.738E-4	2.357E-4	0.0	0.0	0.0015	1.288E-4	0.0	0.0	1.868E-4	4.309E-4	
ホシハジロ (<em class="sci">Aythya ferina</em>)	0.1681716	0.1666667	0.1457969	0.1396777	0.1236141	0.1294964	0.1274696	0.1262274	0.1217676	0.1335898	0.1062576	0.0949563	0.0707432	0.0480725	0.0387042	0.0334888	0.0214496	0.0192784	0.0118127	0.0070938	0.0076508	0.0077534	0.008642	0.0055036	0.0086978	0.0083289	0.0099585	0.0117552	0.0104773	0.0098067	0.0080422	0.0087436	0.0092769	0.0062594	0.0075937	0.0101307	0.0106754	0.0303324	0.0523114	0.0754094	0.1008674	0.121516	0.1346535	0.1430228	0.1612903	0.1721063	0.1824804	0.1773325	
クビワキンクロ (<em class="sci">Aythya collaris</em>)	0.0026336	9.401E-4	0.0020175	0.0011512	0.0016567	0.0012764	0.0020489	9.962E-4	0.0021277	8.743E-4	5.2E-4	2.573E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.178E-4	6.995E-4	8.498E-4	9.901E-4	0.0021904	0.0014258	0.0011385	0.0013074	0.0012928	
メジロガモ (<em class="sci">Aythya nyroca</em>)	0.0023827	0.0017459	0.0014795	9.593E-4	0.0011469	0.0018566	0.0013171	0.0035577	0.001964	0.0029725	0.0017334	5.147E-4	4.879E-4	4.608E-4	4.207E-4	0.0	1.402E-4	0.0	0.0	2.252E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.227E-4	6.952E-4	0.0023565	0.0026581	0.0022094	0.0013201	0.002577	0.0023169	0.0036053	0.0024281	0.0043094	
雑種 ホシハジロ ｘ メジロガモ (<em class="sci">Aythya ferina x nyroca</em>)	0.0011287	0.0014773	0.001345	5.756E-4	0.0011469	0.0011604	0.0010244	7.115E-4	6.547E-4	0.0010491	3.467E-4	2.573E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.546E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014139	8.394E-4	0.0015296	0.0019802	0.0019327	0.0012475	0.0018975	0.0018678	0.0023702	
アカハジロ (<em class="sci">Aythya baeri</em>)	2.508E-4	2.686E-4	1.345E-4	2.878E-4	0.0015292	8.123E-4	0.0014635	0.0011385	0.0013093	0.0010491	1.733E-4	3.86E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901E-4	0.0	0.0	0.0	1.634E-4	0.0	3.227E-4	3.476E-4	4.713E-4	2.798E-4	5.099E-4	8.251E-4	9.019E-4	7.129E-4	3.795E-4	9.339E-4	9.696E-4	
雑種 ホシハジロｘアカハジロ (<em class="sci">Aythya ferina x baeri</em>)	0.0015	0.0	0.0	0.0	0.0015	0.0	1.463E-4	1.423E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.178E-4	0.0	0.0	1.65E-4	0.0	0.0	0.0	1.868E-4	2.155E-4	
雑種 メジロガモ ｘ アカハジロ (<em class="sci">Aythya nyroca x baeri</em>)	1.254E-4	2.686E-4	4.035E-4	2.878E-4	0.0019116	5.802E-4	2.927E-4	9.962E-4	9.82E-4	8.743E-4	8.667E-4	0.001158	6.505E-4	1.536E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.178E-4	0.0	3.399E-4	3.3E-4	2.577E-4	1.782E-4	0.0	3.736E-4	0.0	
キンクロハジロ (<em class="sci">Aythya fuligula</em>)	0.1640331	0.1629063	0.1515804	0.1541635	0.1399261	0.1460896	0.1410801	0.1400313	0.1386252	0.1543976	0.1275784	0.1276377	0.1144902	0.0906159	0.0743234	0.0639876	0.0378522	0.0258882	0.0167712	0.0136246	0.0090419	0.0104009	0.0090535	0.004036	0.0041073	0.0048361	0.0058091	0.0054722	0.0034924	0.0056038	0.0036051	0.0038016	0.0049952	0.004006	0.0045088	0.0140523	0.0197085	0.0404969	0.0597845	0.0886061	0.1123391	0.124915	0.139604	0.1519134	0.1502406	0.157685	0.1651102	0.1696833	
雑種 ホシハジロ ｘ キンクロハジロ (<em class="sci">Aythya ferina x fuligula</em>)	0.0	0.0	0.0	0.0	2.549E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	1.077E-4	
雑種 メジロガモ ｘ キンクロハジロ (<em class="sci">Aythya nyroca x fuligula</em>)	0.0	0.0	0.0	9.59E-5	0.0	0.0	0.0	0.0	1.637E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
スズガモ (<em class="sci">Aythya marila</em>)	0.0667168	0.0656728	0.0597176	0.0635073	0.0597681	0.0715943	0.0708327	0.069731	0.0607201	0.0716909	0.0572023	0.0550695	0.0525289	0.0473046	0.0476791	0.0535821	0.0414973	0.0313963	0.0210004	0.0186916	0.019301	0.012292	0.009465	0.0106402	0.0084561	0.0059108	0.0060858	0.0064856	0.0052386	0.0042029	0.0083195	0.0057023	0.0073739	0.0047571	0.0087803	0.0094771	0.0125231	0.0204905	0.0307612	0.0421822	0.0464466	0.0589735	0.0584158	0.0618477	0.0552486	0.0662239	0.072656	0.0730446	
雑種 キンクロハジロ ｘ スズガモ (<em class="sci">Aythya fuligula x marila</em>)	0.0	1.343E-4	0.0	0.0015	1.274E-4	2.321E-4	0.0	0.0	0.0015	1.749E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	2.798E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
コスズガモ (<em class="sci">Aythya affinis</em>)	5.016E-4	5.372E-4	1.345E-4	2.878E-4	5.097E-4	2.321E-4	8.781E-4	4.269E-4	1.637E-4	3.497E-4	1.733E-4	5.147E-4	0.0	6.143E-4	1.402E-4	1.196E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65E-4	1.288E-4	5.347E-4	3.795E-4	3.736E-4	6.464E-4	
スズガモ／コスズガモ (<em class="sci">Aythya marila/affinis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	2.927E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ハジロ属 (<em class="sci">Aythya sp.</em>)	0.0011287	0.001343	1.345E-4	0.0016309	6.372E-4	5.802E-4	2.927E-4	4.269E-4	6.547E-4	5.246E-4	8.667E-4	5.147E-4	3.253E-4	0.0015	4.207E-4	0.0	0.0	2.754E-4	2.917E-4	0.0	0.0	0.0	2.058E-4	0.0	0.0	2.687E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634E-4	0.0	4.84E-4	1.738E-4	0.00271	6.995E-4	0.0015296	0.0023102	0.001675	5.347E-4	7.59E-4	0.0035487	0.0023702	
コケワタガモ (<em class="sci">Polysticta stelleri</em>)	1.254E-4	0.0	0.0	9.59E-5	0.0	0.0	1.463E-4	0.0015	0.0	0.0	1.733E-4	0.0	1.626E-4	0.0	2.805E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65E-4	0.0	0.0	0.0015	0.0	1.077E-4	
ホンケワタガモ (<em class="sci">Somateria mollissima</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
シノリガモ (<em class="sci">Histrionicus histrionicus</em>)	0.0188111	0.0224281	0.0342972	0.0348235	0.0374665	0.0456022	0.0460998	0.0459656	0.0314239	0.0185347	0.0145606	0.006948	0.0065051	0.0053755	0.0049081	0.0058605	0.0088322	0.0052327	0.0027709	0.0055174	0.0057381	0.0041604	0.0016461	0.002018	0.0014496	0.0010747	0.0011065	0.0020268	0.0026193	0.0019613	0.0013866	0.0026611	0.0030923	5.008E-4	0.0011865	0.0011438	0.0041059	0.0048403	0.0029545	0.0043596	0.0088137	0.010707	0.0145215	0.011081	0.0126537	0.0189753	0.0212925	0.0252101	
アラナミキンクロ (<em class="sci">Melanitta perspicillata</em>)	0.0	1.343E-4	1.345E-4	0.0	2.549E-4	0.0	0.0015	4.269E-4	4.91E-4	0.0015	0.0	1.287E-4	1.626E-4	1.536E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.795E-4	0.0	0.0	
ヨーロッパビロードキンクロ (<em class="sci">Melanitta fusca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.077E-4	
アメリカビロードキンクロ (<em class="sci">Melanitta deglandi</em>)	0.0	0.0	1.345E-4	9.59E-5	2.549E-4	3.481E-4	2.927E-4	5.692E-4	1.637E-4	1.749E-4	1.733E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ビロードキンクロ (<em class="sci">Melanitta stejnegeri</em>)	0.0060196	0.0056406	0.0076664	0.0082502	0.011087	0.0114876	0.013025	0.0156539	0.0091653	0.0066445	0.0048535	0.0024447	0.0034152	0.0036861	0.0033656	0.0033489	0.0021029	4.131E-4	8.75E-4	7.882E-4	0.0015649	7.564E-4	4.115E-4	1.835E-4	4.832E-4	2.687E-4	2.766E-4	8.107E-4	2.91E-4	2.802E-4	0.0	7.603E-4	7.136E-4	2.504E-4	0.0	4.902E-4	8.212E-4	9.681E-4	0.0010428	0.0014139	0.0025182	0.0027192	0.0042904	0.0030924	0.0037426	0.0034156	0.0063504	0.0060332	
ビロードキンクロ／アメリカビロードキンクロ (<em class="sci">Melanitta deglandi/stejnegeri</em>)	0.0	0.0	1.345E-4	0.0	0.0	1.16E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
クロガモ (<em class="sci">Melanitta americana</em>)	0.0134186	0.0162503	0.0243443	0.0275326	0.0305849	0.0377118	0.0400995	0.0466771	0.0288052	0.0204581	0.0135205	0.0070767	0.0071556	0.0066042	0.0056093	0.007535	0.0046264	0.002341	0.0018959	0.0031528	0.0036515	0.0026475	0.0018519	0.0012842	0.0019328	0.0010747	0.0016598	0.0026348	0.0011641	0.0016811	0.0022185	0.0013305	0.0021408	0.0012519	0.0018984	0.0026144	0.0041059	0.0043562	0.00504	0.0036526	0.006995	0.0062882	0.0125413	0.0091483	0.0067724	0.0091082	0.0171834	0.0173454	
クロガモ属 (<em class="sci">Melanitta sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.178E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
コオリガモ (<em class="sci">Clangula hyemalis</em>)	0.0051417	0.0072522	0.0123739	0.0147736	0.0178412	0.0168252	0.0210742	0.0224847	0.0140753	0.0071691	0.0052002	0.0020587	6.505E-4	4.608E-4	0.0011219	0.001196	5.608E-4	1.377E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.476E-4	2.357E-4	5.596E-4	0.0023793	0.0041254	0.0047674	0.0028515	0.0039848	0.0085917	0.0087266	
ヒメハジロ (<em class="sci">Bucephala albeola</em>)	0.0010033	0.0010744	4.035E-4	6.715E-4	0.0010195	5.802E-4	8.781E-4	4.269E-4	4.91E-4	1.749E-4	1.733E-4	1.287E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0028463	0.0022413	9.696E-4	
ホオジロガモ (<em class="sci">Bucephala clangula</em>)	0.0361174	0.0374698	0.0419637	0.0406754	0.0468969	0.0505918	0.0491731	0.0543617	0.0382979	0.0278021	0.0161206	0.0087494	0.0066678	0.0064506	0.0044874	0.0040665	7.01E-4	8.262E-4	2.917E-4	5.63E-4	0.0015	0.0011346	2.058E-4	9.173E-4	4.832E-4	0.0	0.0	2.027E-4	2.91E-4	2.802E-4	0.0	0.0	2.379E-4	0.0	2.373E-4	1.634E-4	6.159E-4	6.454E-4	0.0015641	0.0037705	0.0092334	0.0139361	0.0206271	0.0219044	0.0242381	0.029222	0.0382891	0.0434174	
雑種 ヒメハジロ ｘ ホオジロガモ (<em class="sci">Bucephala albeola x clangula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ミコアイサ (<em class="sci">Mergellus albellus</em>)	0.0499122	0.0537201	0.0511096	0.0503645	0.0400153	0.048155	0.0384897	0.0367155	0.0242226	0.0204581	0.0149073	0.010808	0.0048788	0.0064506	0.0063105	0.0052625	0.0012617	6.885E-4	0.0010209	6.756E-4	1.739E-4	9.455E-4	2.058E-4	9.173E-4	4.832E-4	2.687E-4	5.533E-4	8.107E-4	2.91E-4	8.406E-4	2.773E-4	5.702E-4	0.0	0.0	2.373E-4	3.268E-4	2.053E-4	8.067E-4	0.0024331	0.0031813	0.0060157	0.0083277	0.0181518	0.0277026	0.0384958	0.0434535	0.0463205	0.0470804	
カワアイサ (<em class="sci">Mergus merganser</em>)	0.0452721	0.0479452	0.0521856	0.0555449	0.0551803	0.0566257	0.0601493	0.0576348	0.0484452	0.0367197	0.0376148	0.0277921	0.0200033	0.0185839	0.0133221	0.0104055	0.0071499	0.0048196	0.0040834	0.0064182	0.0079986	0.0079425	0.0057613	0.007705	0.0070065	0.0042988	0.0030429	0.0048642	0.0043655	0.0067246	0.0058236	0.0076031	0.0080875	0.0067601	0.007831	0.0066993	0.0053377	0.0067764	0.0076469	0.0108401	0.0165081	0.0261727	0.0361386	0.0365932	0.0361789	0.0419355	0.0435189	0.0490196	
