ebird_species_code,species_num,scientific_name,japanese_name,ebird_sciname,ebird_common_name,order,family,ebird_common_name_freq,frequency_annual_mean,frequency_max,n_periods_detected,residence_status,xc_total,xc_japan,inat_total,inat_japan,inat_api_total,inat_api_japan,ml_total,ml_japan,recordings_total,recordings_japan,recordings_downloadable,priority_tier,priority_score,ml_available,ml_japan_available,recordings_with_ml
ferfly1,535,Muscicapa ferruginea,ミヤマヒタキ,Muscicapa ferruginea,Ferruginous Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Ferruginous Flycatcher,6.120833333333333e-06,0.0001536,2.0,vagrant,42.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,142.0,0.0,43.0,P3,8.53681639919812e-07,99.0,0.0,142.0
dalpel1,342,Pelecanus crispus,ハイイロペリカン,Pelecanus crispus,Dalmatian Pelican,PELECANIFORMES,PELECANIDAE,Dalmatian Pelican,2.4166666666666667e-06,0.000116,1.0,vagrant,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,P1,8.055555555555556e-07,3.0,0.0,6.0
ivogul,208,Pagophila eburnea,ゾウゲカモメ,Pagophila eburnea,Ivory Gull,CHARADRIIFORMES,LARIDAE,Ivory Gull,2.9145833333333337e-06,0.0001399,1.0,vagrant,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,9.0,P1,7.460109931436081e-07,4.0,0.0,13.0
grybus1,565,Saxicola ferreus,ヤマザキヒタキ,Saxicola ferreus,Gray Bushchat,PASSERIFORMES,MUSCICAPIDAE,Gray Bushchat,6.308333333333333e-06,0.0001626,2.0,vagrant,89.0,0.0,1.0,0.0,6.0,0.0,266.0,0.0,362.0,0.0,96.0,P3,7.414769161830644e-07,266.0,0.0,362.0
blared1,559,Phoenicurus ochruros,クロジョウビタキ,Phoenicurus ochruros,Black Redstart,PASSERIFORMES,MUSCICAPIDAE,Black Redstart,8.799999999999999e-06,0.0001626,3.0,vagrant,1741.0,0.0,298.0,0.0,1852.0,0.0,1553.0,0.0,5444.0,0.0,3891.0,P3,7.090494950119357e-07,1553.0,0.0,5444.0
eurdot,140,Eudromias morinellus,コバシチドリ,Eudromias morinellus,Eurasian Dotterel,CHARADRIIFORMES,CHARADRIIDAE,Eurasian Dotterel,4.241666666666667e-06,0.0001077,2.0,vagrant,0.0,0.0,2.0,0.0,2.0,0.0,82.0,0.0,86.0,0.0,4.0,P2,6.566625234375502e-07,82.0,0.0,86.0
rubred2,557,Phoenicurus erythronotus,セアカジョウビタキ,Phoenicurus erythronotus,Rufous-backed Redstart,PASSERIFORMES,MUSCICAPIDAE,Rufous-backed Redstart,3.620833333333333e-06,0.0001738,1.0,vagrant,15.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,46.0,0.0,17.0,P1,6.483182891318956e-07,29.0,0.0,46.0
rebgoo1,3,Branta ruficollis,アオガン,Branta ruficollis,Red-breasted Goose,ANSERIFORMES,ANATIDAE,Red-breasted Goose,3.0479166666666668e-06,0.0001463,1.0,vagrant,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,P1,6.410071038021127e-07,0.0,0.0,25.0
impeag1,349,Aquila heliaca,カタシロワシ,Aquila heliaca,Imperial Eagle,ACCIPITRIFORMES,ACCIPITRIDAE,Imperial Eagle,3.2e-06,0.0001536,1.0,vagrant,19.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,39.0,0.0,19.0,P1,5.972877159646188e-07,20.0,0.0,39.0
grwpel1,340,Pelecanus onocrotalus,モモイロペリカン,Pelecanus onocrotalus,Great White Pelican,PELECANIFORMES,PELECANIDAE,Great White Pelican,2.802083333333333e-06,0.0001345,1.0,vagrant,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,16.0,P1,5.507820736523883e-07,16.0,0.0,32.0
borowl,368,Aegolius funereus,キンメフクロウ,Aegolius funereus,Boreal Owl,STRIGIFORMES,STRIGIDAE,Boreal Owl,5.839583333333333e-06,0.0001458,2.0,vagrant,845.0,2.0,40.0,0.0,204.0,0.0,770.0,0.0,1859.0,2.0,1089.0,P3,5.376226608761765e-07,770.0,0.0,1859.0
cinvul1,345,Aegypius monachus,クロハゲワシ,Aegypius monachus,Cinereous Vulture,ACCIPITRIFORMES,ACCIPITRIDAE,Cinereous Vulture,2.345833333333333e-06,0.0001126,1.0,vagrant,13.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,19.0,1.0,14.0,P1,5.340764584016021e-07,5.0,0.0,19.0
yerwar,644,Setophaga coronata,キヅタアメリカムシクイ,Setophaga coronata,Yellow-rumped Warbler,PASSERIFORMES,PARULIDAE,Yellow-rumped Warbler,6.068749999999999e-06,0.0001626,2.0,vagrant,490.0,0.0,392.0,0.0,1967.0,0.0,9346.0,0.0,12195.0,0.0,2849.0,P3,4.4707847887481403e-07,9346.0,0.0,12195.0
lewduc1,1,Dendrocygna javanica,リュウキュウガモ,Dendrocygna javanica,Lesser Whistling-Duck,ANSERIFORMES,ANATIDAE,Lesser Whistling-Duck,2.920833333333333e-06,0.0001402,1.0,vagrant,77.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,102.0,0.0,102.0,P3,4.3591666460714943e-07,0.0,0.0,102.0
monlar1,454,Melanocorypha mongolica,コウテンシ,Melanocorypha mongolica,Mongolian Lark,PASSERIFORMES,ALAUDIDAE,Mongolian Lark,2.920833333333333e-06,0.0001402,1.0,vagrant,55.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,106.0,0.0,55.0,P3,4.324029574730657e-07,51.0,0.0,106.0
baleag,362,Haliaeetus leucocephalus,ハクトウワシ,Haliaeetus leucocephalus,Bald Eagle,ACCIPITRIFORMES,ACCIPITRIDAE,Bald Eagle,4.414583333333333e-06,0.000116,2.0,vagrant,124.0,0.0,132.0,0.0,655.0,0.0,2155.0,0.0,3066.0,0.0,911.0,P3,3.8112335221489776e-07,2155.0,0.0,3066.0
copgoo1,22,Nettapus coromandelianus,ナンキンオシ,Nettapus coromandelianus,Cotton Pygmy-Goose,ANSERIFORMES,ANATIDAE,Cotton Pygmy-Goose,2.345833333333333e-06,0.0001126,1.0,vagrant,19.0,0.0,0.0,0.0,3.0,0.0,62.0,0.0,84.0,0.0,22.0,P2,3.650383889983504e-07,62.0,0.0,84.0
fragul,218,Leucophaeus pipixcan,アメリカズグロカモメ,Leucophaeus pipixcan,Franklin's Gull,CHARADRIIFORMES,LARIDAE,Franklin's Gull,2.9145833333333337e-06,0.0001399,1.0,vagrant,65.0,0.0,19.0,0.0,130.0,0.0,613.0,0.0,827.0,0.0,214.0,P3,3.006203923934297e-07,613.0,0.0,827.0
shbdow,175,Limnodromus griseus,アメリカオオハシシギ,Limnodromus griseus,Short-billed Dowitcher,CHARADRIIFORMES,SCOLOPACIDAE,Short-billed Dowitcher,2.802083333333333e-06,0.0001345,1.0,vagrant,93.0,0.0,8.0,0.0,29.0,0.0,1189.0,0.0,1319.0,0.0,130.0,P3,2.702779237221452e-07,1189.0,0.0,1319.0
hacdro1,415,Dicrurus hottentottus,カンムリオウチュウ,Dicrurus hottentottus,Hair-crested Drongo,PASSERIFORMES,DICRURIDAE,Hair-crested Drongo,2.4916666666666664e-06,0.0001196,1.0,vagrant,179.0,0.0,2.0,0.0,12.0,0.0,436.0,0.0,629.0,0.0,193.0,P3,2.6787805041631167e-07,436.0,0.0,629.0
comred2,560,Phoenicurus phoenicurus,シロビタイジョウビタキ,Phoenicurus phoenicurus,Common Redstart,PASSERIFORMES,MUSCICAPIDAE,Common Redstart,3.3604166666666663e-06,0.0001613,1.0,vagrant,1882.0,0.0,330.0,0.0,4176.0,57.0,1433.0,0.0,7821.0,57.0,6388.0,P3,2.5982255714786894e-07,1433.0,0.0,7821.0
grewar2,478,Phylloscopus plumbeitarsus,ヤナギムシクイ,Phylloscopus plumbeitarsus,Two-barred Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Two-barred Warbler,2.345833333333333e-06,0.0001126,1.0,vagrant,320.0,0.0,1.0,0.0,51.0,0.0,426.0,3.0,798.0,3.0,372.0,P3,2.432464034273545e-07,426.0,3.0,798.0
norbob,4,Colinus virginianus,コリンウズラ,Colinus virginianus,Northern Bobwhite,GALLIFORMES,ODONTOPHORIDAE,Northern Bobwhite,2.6812500000000004e-06,0.0001287,1.0,vagrant,136.0,0.0,249.0,0.0,1209.0,0.0,4251.0,0.0,5845.0,0.0,1594.0,P3,2.1426891738388668e-07,4251.0,0.0,5845.0
taibap1,10,Bambusicola sonorivox,テッケイ,Bambusicola sonorivox,Taiwan Bamboo-Partridge,GALLIFORMES,PHASIANIDAE,Taiwan Bamboo-Partridge,0.0,0.0,0.0,undetected,32.0,0.0,78.0,0.0,281.0,0.0,303.0,0.0,694.0,0.0,391.0,P3,0.0,303.0,0.0,694.0
creshe1,20,Tadorna cristata,カンムリツクシガモ,Tadorna cristata,Crested Shelduck,ANSERIFORMES,ANATIDAE,Crested Shelduck,0.0,0.0,0.0,undetected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0,0.0,0.0,0.0
buwtea,25,Spatula discors,ミカヅキシマアジ,Spatula discors,Blue-winged Teal,ANSERIFORMES,ANATIDAE,Blue-winged Teal,0.0,0.0,0.0,undetected,118.0,0.0,3.0,0.0,32.0,0.0,749.0,0.0,902.0,0.0,153.0,P3,0.0,749.0,0.0,902.0
bahgoo,6,Anser indicus,インドガン,Anser indicus,Bar-headed Goose,ANSERIFORMES,ANATIDAE,Bar-headed Goose,0.0,0.0,0.0,undetected,82.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,87.0,0.0,87.0,P2,0.0,0.0,0.0,87.0
empgoo,7,Anser canagicus,ミカドガン,Anser canagicus,Emperor Goose,ANSERIFORMES,ANATIDAE,Emperor Goose,0.0,0.0,0.0,undetected,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,P1,0.0,0.0,0.0,9.0
phiduc1,31,Anas luzonica,アカノドカルガモ,Anas luzonica,Philippine Duck,ANSERIFORMES,ANATIDAE,Philippine Duck,0.0,0.0,0.0,undetected,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,4.0,P1,0.0,14.0,0.0,18.0
rebpar4,17,Psittacula alexandri,ダルマインコ,Psittacula alexandri,Red-breasted Parakeet,PSITTACIFORMES,PSITTACULIDAE,Red-breasted Parakeet,0.0,0.0,0.0,undetected,112.0,0.0,4.0,0.0,36.0,0.0,243.0,0.0,395.0,0.0,152.0,P3,0.0,243.0,0.0,395.0
monpar,16,Myiopsitta monachus,オキナインコ,Myiopsitta monachus,Monk Parakeet,PSITTACIFORMES,PSITTACIDAE,Monk Parakeet,0.0,0.0,0.0,undetected,263.0,0.0,165.0,0.0,818.0,0.0,1705.0,0.0,2951.0,0.0,1246.0,P3,0.0,1705.0,0.0,2951.0
redbis,35,Euplectes orix,オオキンランチョウ,Euplectes orix,Southern Red Bishop,PASSERIFORMES,PLOCEIDAE,Southern Red Bishop,0.0,0.0,0.0,undetected,60.0,0.0,1.0,0.0,13.0,0.0,84.0,0.0,158.0,0.0,74.0,P3,0.0,84.0,0.0,158.0
lesmaw1,34,Ploceus intermedius,メンハタオリドリ,Ploceus intermedius,Lesser Masked-Weaver,PASSERIFORMES,PLOCEIDAE,Lesser Masked-Weaver,0.0,0.0,0.0,undetected,42.0,0.0,2.0,0.0,3.0,0.0,34.0,0.0,81.0,0.0,47.0,P2,0.0,34.0,0.0,81.0
banmyn1,32,Acridotheres ginginianus,ハイイロハッカ,Acridotheres ginginianus,Bank Myna,PASSERIFORMES,STURNIDAE,Bank Myna,0.0,0.0,0.0,undetected,16.0,0.0,0.0,0.0,2.0,0.0,70.0,0.0,88.0,0.0,18.0,P2,0.0,70.0,0.0,88.0
formag1,21,Urocissa caerulea,ヤマムスメ,Urocissa caerulea,Taiwan Blue-Magpie,PASSERIFORMES,CORVIDAE,Taiwan Blue-Magpie,0.0,0.0,0.0,undetected,30.0,0.0,14.0,0.0,82.0,0.0,251.0,0.0,377.0,0.0,126.0,P3,0.0,251.0,0.0,377.0
bknsti,13,Himantopus mexicanus,クロエリセイタカシギ,Himantopus mexicanus,Black-necked Stilt,CHARADRIIFORMES,RECURVIROSTRIDAE,Black-necked Stilt,0.0,0.0,0.0,undetected,246.0,0.0,70.0,0.0,319.0,0.0,2506.0,0.0,3141.0,0.0,635.0,P3,0.0,2506.0,0.0,3141.0
eurjac,432,Corvus monedula,ニシコクマルガラス,Coloeus monedula,Eurasian Jackdaw,PASSERIFORMES,CORVIDAE,Eurasian Jackdaw,0.0,0.0,0.0,undetected,1380.0,0.0,255.0,0.0,1682.0,0.0,1218.0,0.0,4535.0,0.0,3317.0,P3,0.0,1218.0,0.0,4535.0
azutit2,446,Cyanistes cyanus,ルリガラ,Cyanistes cyanus,Azure Tit,PASSERIFORMES,PARIDAE,Azure Tit,0.0,0.0,0.0,undetected,134.0,0.0,1.0,0.0,17.0,0.0,84.0,1.0,236.0,1.0,152.0,P3,0.0,84.0,1.0,236.0
btbeat1,387,Merops philippinus,ルリオハチクイ,Merops philippinus,Blue-tailed Bee-eater,CORACIIFORMES,MEROPIDAE,Blue-tailed Bee-eater,0.0,0.0,0.0,undetected,111.0,0.0,2.0,0.0,33.0,0.0,760.0,0.0,906.0,0.0,146.0,P3,0.0,760.0,0.0,906.0
whbwoo2,397,Dryocopus javensis,キタタキ,Dryocopus javensis,White-bellied Woodpecker,PICIFORMES,PICIDAE,White-bellied Woodpecker,0.0,0.0,0.0,undetected,169.0,0.0,0.0,0.0,14.0,0.0,344.0,0.0,527.0,0.0,183.0,P3,0.0,344.0,0.0,527.0
rubwoo1,393,Dendrocopos hyperythrus,チャバラアカゲラ,Dendrocopos hyperythrus,Rufous-bellied Woodpecker,PICIFORMES,PICIDAE,Rufous-bellied Woodpecker,0.0,0.0,0.0,undetected,44.0,0.0,0.0,0.0,2.0,0.0,62.0,1.0,108.0,1.0,46.0,P3,0.0,62.0,1.0,108.0
rabeat1,388,Merops ornatus,ハチクイ,Merops ornatus,Rainbow Bee-eater,CORACIIFORMES,MEROPIDAE,Rainbow Bee-eater,0.0,0.0,0.0,undetected,64.0,0.0,9.0,0.0,83.0,0.0,269.0,0.0,425.0,0.0,156.0,P3,0.0,269.0,0.0,425.0
leskes1,401,Falco naumanni,ヒメチョウゲンボウ,Falco naumanni,Lesser Kestrel,FALCONIFORMES,FALCONIDAE,Lesser Kestrel,0.0,0.0,0.0,undetected,198.0,0.0,1.0,0.0,11.0,0.0,106.0,0.0,316.0,0.0,210.0,P3,0.0,106.0,0.0,316.0
whbwoo4,410,Artamus leucorynchus,モリツバメ,Artamus leucorynchus,White-breasted Woodswallow,PASSERIFORMES,ARTAMIDAE,White-breasted Woodswallow,0.0,0.0,0.0,undetected,67.0,0.0,0.0,0.0,11.0,0.0,202.0,0.0,280.0,0.0,78.0,P3,0.0,202.0,0.0,280.0
wehpit1,408,Pitta sordida,ズグロヤイロチョウ,Pitta sordida,Western Hooded Pitta,PASSERIFORMES,PITTIDAE,Western Hooded Pitta,0.0,0.0,0.0,undetected,195.0,0.0,4.0,0.0,29.0,0.0,322.0,0.0,550.0,0.0,228.0,P3,0.0,322.0,0.0,550.0
blnmon1,418,Hypothymis azurea,クロエリヒタキ,Hypothymis azurea,Black-naped Monarch,PASSERIFORMES,MONARCHIDAE,Black-naped Monarch,0.0,0.0,0.0,undetected,331.0,0.0,47.0,0.0,216.0,0.0,1290.0,0.0,1884.0,0.0,594.0,P3,0.0,1290.0,0.0,1884.0
snoowl1,374,Bubo scandiacus,シロフクロウ,Bubo scandiacus,Snowy Owl,STRIGIFORMES,STRIGIDAE,Snowy Owl,0.0,0.0,0.0,undetected,24.0,1.0,0.0,0.0,2.0,0.0,40.0,0.0,66.0,1.0,26.0,P2,0.0,40.0,0.0,66.0
gybter1,236,Onychoprion lunatus,ナンヨウマミジロアジサシ,Onychoprion lunatus,Gray-backed Tern,CHARADRIIFORMES,LARIDAE,Gray-backed Tern,0.0,0.0,0.0,undetected,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,2.0,P1,0.0,6.0,0.0,8.0
lecter2,232,Thalasseus bengalensis,ベンガルアジサシ,Thalasseus bengalensis,Lesser Crested Tern,CHARADRIIFORMES,LARIDAE,Lesser Crested Tern,0.0,0.0,0.0,undetected,52.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,108.0,0.0,52.0,P3,0.0,56.0,0.0,108.0
gycthr,513,Catharus minimus,ハイイロチャツグミ,Catharus minimus,Gray-cheeked Thrush,PASSERIFORMES,TURDIDAE,Gray-cheeked Thrush,0.0,0.0,0.0,undetected,155.0,0.0,36.0,0.0,132.0,0.0,5312.0,0.0,5635.0,0.0,323.0,P3,0.0,5312.0,0.0,5635.0
thbwar1,489,Arundinax aedon,ハシブトオオヨシキリ,Arundinax aedon,Thick-billed Warbler,PASSERIFORMES,ACROCEPHALIDAE,Thick-billed Warbler,0.0,0.0,0.0,undetected,177.0,0.0,2.0,1.0,39.0,1.0,632.0,9.0,850.0,11.0,218.0,P3,0.0,632.0,9.0,850.0
jufpet,285,Pterodroma externa,オオシロハラミズナギドリ,Pterodroma externa,Juan Fernandez Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Juan Fernandez Petrel,0.0,0.0,0.0,undetected,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,2.0,P1,0.0,9.0,0.0,11.0
comloo,271,Gavia immer,ハシグロアビ,Gavia immer,Common Loon,GAVIIFORMES,GAVIIDAE,Common Loon,0.0,0.0,0.0,undetected,208.0,0.0,216.0,0.0,998.0,0.0,2087.0,0.0,3509.0,0.0,1422.0,P3,0.0,2087.0,0.0,3509.0
motpet,288,Pterodroma inexpectata,マダラシロハラミズナギドリ,Pterodroma inexpectata,Mottled Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Mottled Petrel,0.0,0.0,0.0,undetected,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,1.0,P1,0.0,15.0,0.0,16.0
hawpet1,287,Pterodroma sandwichensis,ハワイシロハラミズナギドリ,Pterodroma sandwichensis,Hawaiian Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Hawaiian Petrel,0.0,0.0,0.0,undetected,5.0,0.0,2.0,0.0,7.0,0.0,40.0,0.0,54.0,0.0,14.0,P2,0.0,40.0,0.0,54.0
whiauk,261,Aethia pygmaea,シラヒゲウミスズメ,Aethia pygmaea,Whiskered Auklet,CHARADRIIFORMES,ALCIDAE,Whiskered Auklet,0.0,0.0,0.0,undetected,1.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,110.0,0.0,1.0,P3,0.0,109.0,0.0,110.0
casauk,258,Ptychoramphus aleuticus,アメリカウミスズメ,Ptychoramphus aleuticus,Cassin's Auklet,CHARADRIIFORMES,ALCIDAE,Cassin's Auklet,0.0,0.0,0.0,undetected,17.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,50.0,0.0,21.0,P2,0.0,29.0,0.0,50.0
spbpel1,341,Pelecanus philippensis,ホシバシペリカン,Pelecanus philippensis,Spot-billed Pelican,PELECANIFORMES,PELECANIDAE,Spot-billed Pelican,0.0,0.0,0.0,undetected,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,5.0,P1,0.0,4.0,0.0,9.0
bkbkin1,385,Ceyx erithaca,ミツユビカワセミ,Ceyx erithaca,Black-backed Dwarf-Kingfisher,CORACIIFORMES,ALCEDINIDAE,Black-backed Dwarf-Kingfisher,0.0,0.0,0.0,undetected,47.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,86.0,0.0,48.0,P2,0.0,38.0,0.0,86.0
plamar1,459,Riparia paludicola,タイワンショウドウツバメ,Riparia paludicola,Plain Martin,PASSERIFORMES,HIRUNDINIDAE,Plain Martin,0.0,0.0,0.0,undetected,32.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,50.0,0.0,32.0,P2,0.0,18.0,0.0,50.0
runher1,329,Nycticorax caledonicus,ハシブトゴイ,Nycticorax caledonicus,Nankeen Night Heron,PELECANIFORMES,ARDEIDAE,Nankeen Night Heron,0.0,0.0,0.0,undetected,22.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,72.0,0.0,24.0,P2,0.0,48.0,0.0,72.0
pifshe,298,Ardenna creatopus,シロハラアカアシミズナギドリ,Ardenna creatopus,Pink-footed Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Pink-footed Shearwater,0.0,0.0,0.0,undetected,24.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,73.0,0.0,24.0,P2,0.0,49.0,0.0,73.0
alepar2,18,Psittacula eupatria,オオホンセイインコ,Psittacula eupatria,Alexandrine Parakeet,PSITTACIFORMES,PSITTACULIDAE,Alexandrine Parakeet,0.0,0.0,0.0,undetected,140.0,0.0,2.0,0.0,195.0,0.0,947.0,0.0,1284.0,0.0,337.0,P3,0.0,947.0,0.0,1284.0
sposan,189,Actitis macularius,アメリカイソシギ,Actitis macularius,Spotted Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Spotted Sandpiper,0.0,0.0,0.0,undetected,318.0,0.0,94.0,0.0,262.0,0.0,3297.0,0.0,3971.0,0.0,674.0,P3,0.0,3297.0,0.0,3971.0
wilpha,185,Phalaropus tricolor,アメリカヒレアシシギ,Phalaropus tricolor,Wilson's Phalarope,CHARADRIIFORMES,SCOLOPACIDAE,Wilson's Phalarope,0.0,0.0,0.0,undetected,35.0,0.0,1.0,0.0,5.0,0.0,144.0,0.0,185.0,0.0,41.0,P3,0.0,144.0,0.0,185.0
piebus1,567,Saxicola caprata,クロノビタキ,Saxicola caprata,Pied Bushchat,PASSERIFORMES,MUSCICAPIDAE,Pied Bushchat,0.0,0.0,0.0,undetected,153.0,0.0,0.0,0.0,23.0,0.0,813.0,0.0,989.0,0.0,176.0,P3,0.0,813.0,0.0,989.0
houspa,576,Passer domesticus,イエスズメ,Passer domesticus,House Sparrow,PASSERIFORMES,PASSERIDAE,House Sparrow,0.0,0.0,0.0,undetected,3175.0,0.0,1100.0,0.0,11908.0,0.0,10927.0,0.0,27110.0,0.0,16183.0,P3,0.0,10927.0,0.0,27110.0
rtrthr1,563,Monticola saxatilis,コシジロイソヒヨドリ,Monticola saxatilis,Rufous-tailed Rock-Thrush,PASSERIFORMES,MUSCICAPIDAE,Rufous-tailed Rock-Thrush,0.0,0.0,0.0,undetected,141.0,0.0,2.0,0.0,7.0,0.0,107.0,0.0,257.0,0.0,150.0,P3,0.0,107.0,0.0,257.0
plured1,558,Phoenicurus fuliginosus,カワビタキ,Phoenicurus fuliginosus,Plumbeous Redstart,PASSERIFORMES,MUSCICAPIDAE,Plumbeous Redstart,0.0,0.0,0.0,undetected,81.0,0.0,5.0,0.0,16.0,0.0,240.0,0.0,342.0,0.0,102.0,P3,0.0,240.0,0.0,342.0
bongul,211,Chroicocephalus philadelphia,ボナパルトカモメ,Chroicocephalus philadelphia,Bonaparte's Gull,CHARADRIIFORMES,LARIDAE,Bonaparte's Gull,0.0,0.0,0.0,undetected,89.0,0.0,8.0,0.0,43.0,0.0,696.0,0.0,836.0,0.0,140.0,P3,0.0,696.0,0.0,836.0
orhthr1,518,Geokichla citrina,オレンジジツグミ,Geokichla citrina,Orange-headed Thrush,PASSERIFORMES,TURDIDAE,Orange-headed Thrush,0.0,0.0,0.0,undetected,114.0,0.0,0.0,0.0,14.0,0.0,886.0,0.0,1014.0,0.0,128.0,P3,0.0,886.0,0.0,1014.0
brbfly2,536,Muscicapa muttui,チャムネサメビタキ,Muscicapa muttui,Brown-breasted Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Brown-breasted Flycatcher,0.0,0.0,0.0,undetected,4.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,48.0,0.0,4.0,P1,0.0,44.0,0.0,48.0
bonthr2,516,Cichlopasser terrestris,オガサワラガビチョウ,Zoothera terrestris,Bonin Thrush,PASSERIFORMES,TURDIDAE,Bonin Thrush,0.0,0.0,0.0,undetected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0,0.0,0.0,0.0
scathr8,515,Zoothera dauma,ミナミトラツグミ,Zoothera dauma,Scaly Thrush,PASSERIFORMES,TURDIDAE,Scaly Thrush,0.0,0.0,0.0,undetected,9.0,0.0,0.0,0.0,1.0,1.0,43.0,0.0,53.0,1.0,10.0,P2,0.0,43.0,0.0,53.0
doveki,250,Alle alle,ヒメウミスズメ,Alle alle,Dovekie,CHARADRIIFORMES,ALCIDAE,Dovekie,0.0,0.0,0.0,undetected,15.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,34.0,0.0,23.0,P1,0.0,11.0,0.0,34.0
bugnod,204,Anous ceruleus,ハイイロアジサシ,Anous ceruleus,Blue-gray Noddy,CHARADRIIFORMES,LARIDAE,Blue-gray Noddy,0.0,0.0,0.0,undetected,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,2.0,P1,0.0,4.0,0.0,6.0
whiter,205,Gygis alba,シロアジサシ,Gygis alba,White Tern,CHARADRIIFORMES,LARIDAE,White Tern,0.0,0.0,0.0,undetected,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,57.0,P2,0.0,0.0,0.0,57.0
relgul2,219,Ichthyaetus relictus,ゴビズキンカモメ,Ichthyaetus relictus,Relict Gull,CHARADRIIFORMES,LARIDAE,Relict Gull,0.0,0.0,0.0,undetected,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,20.0,0.0,8.0,P1,0.0,12.0,0.0,20.0
hudgod,151,Limosa haemastica,アメリカオグロシギ,Limosa haemastica,Hudsonian Godwit,CHARADRIIFORMES,SCOLOPACIDAE,Hudsonian Godwit,0.0,0.0,0.0,undetected,31.0,0.0,2.0,0.0,4.0,0.0,143.0,0.0,180.0,0.0,37.0,P3,0.0,143.0,0.0,180.0
larhac2,78,Hierococcyx sparverioides,オオジュウイチ,Hierococcyx sparverioides,Large Hawk-Cuckoo,CUCULIFORMES,CUCULIDAE,Large Hawk-Cuckoo,0.0,0.0,0.0,undetected,167.0,0.0,42.0,0.0,199.0,0.0,558.0,5.0,966.0,5.0,408.0,P3,0.0,558.0,5.0,966.0
placuc1,77,Cacomantis merulinus,ヒメカッコウ,Cacomantis merulinus,Plaintive Cuckoo,CUCULIFORMES,CUCULIDAE,Plaintive Cuckoo,0.0,0.0,0.0,undetected,254.0,0.0,33.0,0.0,195.0,0.0,628.0,0.0,1110.0,0.0,482.0,P3,0.0,628.0,0.0,1110.0
lotkoe1,76,Urodynamis taitensis,キジカッコウ,Urodynamis taitensis,Long-tailed Koel,CUCULIFORMES,CUCULIDAE,Long-tailed Koel,0.0,0.0,0.0,undetected,15.0,0.0,32.0,0.0,174.0,0.0,144.0,0.0,365.0,0.0,221.0,P3,0.0,144.0,0.0,365.0
litbus1,72,Tetrax tetrax,ヒメノガン,Tetrax tetrax,Little Bustard,OTIDIFORMES,OTIDIDAE,Little Bustard,0.0,0.0,0.0,undetected,87.0,0.0,7.0,0.0,27.0,0.0,137.0,0.0,258.0,0.0,121.0,P3,0.0,137.0,0.0,258.0
lescou1,73,Centropus bengalensis,バンケン,Centropus bengalensis,Lesser Coucal,CUCULIFORMES,CUCULIDAE,Lesser Coucal,0.0,0.0,0.0,undetected,119.0,0.0,5.0,0.0,56.0,0.0,592.0,4.0,772.0,4.0,180.0,P3,0.0,592.0,4.0,772.0
